Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),Number of components (product.metafields.custom.number_of_components),Products Components (product.metafields.custom.products_components),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
ayah-short-kurta-set-3455,,,,,,,,,XS,,,,,,,,3455-XS,2000,,0,deny,manual,49000,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07983.jpg?v=1740577003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,S,,,,,,,,3455-S,2000,,0,deny,manual,49000,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07936.jpg?v=1740577003,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,L,,,,,,,,3455-L,2000,,0,deny,manual,49000,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07959.jpg?v=1740577003,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,XL,,,,,,,,3455-XL,2000,,0,deny,manual,51450,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07945.jpg?v=1740577003,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,XXL,,,,,,,,3455-XXL,2000,,0,deny,manual,51450,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07971.jpg?v=1740577003,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,3XL,,,,,,,,3455-3XL,2000,,0,deny,manual,53900,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07962.jpg?v=1740577003,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,4XL,,,,,,,,3455-4XL,2000,,0,deny,manual,53900,49000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07956.jpg?v=1740577003,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,5XL,,,,,,,,3455-5XL,2000,,0,deny,manual,56350,49000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ayah-short-kurta-set-3455,,,,,,,,,6XL,,,,,,,,3455-6XL,2000,,0,deny,manual,56350,49000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,Abda Short Kurta Set,"<meta charset=""utf-8"">
<p>This set features a deep red handwoven silk chanderi kurta, with a V-neckline, loose full sleeves, and side pockets. It is paired with a matching Pakistani salwar, crafted from handwoven silk chanderi and cotton tissue in a striking diagonal pattern,with a deep red handwoven cotton tissue dupatta. The ensemble is beautifully adorned with aari embroidery in gold and light zari, enhanced with delicate silk threads. The kurta and salwar are finished with refined piping and lace, while the dupatta showcases double-color piping and intricate lace detailing.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Handwoven Silk Chanderi</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>Aari embroidery with gold and light gold zari enhanced with silk threads.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Aari Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Loose Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL SPOT DRY CLEAN ONLY: This ensemble can be spot dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics and embellishments used. Please note to only remove stains without immersing or otherwise cleaning the entire garment.</span></td>
</tr>
</tbody>
</table>
</div>",Shiddat,,Short Kurta Set,"Deep Red, DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat",TRUE,Size,M,,,,,,,,3457-M,2000,,0,continue,manual,47500,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07890.jpg?v=1740577004,1,,FALSE,,,,,,,,,,,,,,Deep Red,Aari Embroidery,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,3,"Short Kurta, Pakistani Salwar, Dupatta",,,,,,,,kg,,,TRUE,,,TRUE,,,active
abda-short-kurta-set-3457,,,,,,,,,XS,,,,,,,,3457-XS,2000,,0,deny,manual,47500,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07903.jpg?v=1740577004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,S,,,,,,,,3457-S,2000,,0,deny,manual,47500,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07910.jpg?v=1740577004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,L,,,,,,,,3457-L,2000,,0,deny,manual,47500,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07906.jpg?v=1740577004,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,XL,,,,,,,,3457-XL,2000,,0,deny,manual,49875,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07917.jpg?v=1740577004,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,XXL,,,,,,,,3457-XXL,2000,,0,deny,manual,49875,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07898.jpg?v=1740577004,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,3XL,,,,,,,,3457-3XL,2000,,0,deny,manual,52250,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07933.jpg?v=1740577004,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,4XL,,,,,,,,3457-4XL,2000,,0,deny,manual,52250,47500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07935.jpg?v=1740577004,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,5XL,,,,,,,,3457-5XL,2000,,0,deny,manual,54625,47500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
abda-short-kurta-set-3457,,,,,,,,,6XL,,,,,,,,3457-6XL,2000,,0,deny,manual,54625,47500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,Gia Co ordinate Set,"<meta charset=""utf-8"">
<p>This bottle green pure linen co-ordinate set exudes effortless elegance with its kimono-style shirt, adorned with a refined shirt collar and front buttons. Delicate beige silk thread floral embroidery graces the shoulders, adding a touch of sophistication. It is beautifully paired with matching straight-fit pants featuring side pockets, combining comfort with chic style.






<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>Silk thread embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL SPOT DRY CLEAN ONLY: This ensemble can be spot dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics and embellishments used. Please note to only remove stains without immersing or otherwise cleaning the entire garment.</span></td>
</tr>
</tbody>
</table>
</div>",Shiddat,,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",TRUE,Size,M,,,,,,,,3458-M,2000,,0,continue,manual,13650,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08553.jpg?v=1740577005,1,,FALSE,,,,,,,,,,,,,,Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,2,"Shirt, Straight Pants",,,,,,,,kg,,,TRUE,,,TRUE,,,active
gia-co-ordinate-set-3458,,,,,,,,,XS,,,,,,,,3458-XS,2000,,0,deny,manual,19500,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08556.jpg?v=1740577005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,S,,,,,,,,3458-S,2000,,0,deny,manual,19500,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08572.jpg?v=1740577005,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,L,,,,,,,,3458-L,2000,,0,deny,manual,19500,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08559.jpg?v=1740577005,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,XL,,,,,,,,3458-XL,2000,,0,deny,manual,20475,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08576.jpg?v=1740577005,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,XXL,,,,,,,,3458-XXL,2000,,0,deny,manual,20475,19500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08582.jpg?v=1740577005,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,3XL,,,,,,,,3458-3XL,2000,,0,deny,manual,21450,19500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,4XL,,,,,,,,3458-4XL,2000,,0,deny,manual,21450,19500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,5XL,,,,,,,,3458-5XL,2000,,0,deny,manual,22425,19500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gia-co-ordinate-set-3458,,,,,,,,,6XL,,,,,,,,3458-6XL,2000,,0,deny,manual,22425,19500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,Aafreen Short Kurta Set,"<meta charset=""utf-8"">
<p>This short panelled A-line kurta set in ruby pink handwoven cotton tissue with V neckline, three-quarter loose sleeves, and side pockets, paired with a natural beige Pakistani salwar and a handwoven cotton tissue dupatta. The set features exquisite kasab and zari embroidery in delicate floral motifs, enhanced with gold sequins. It is finished with contrast piping, while the dupatta boasts beautifully scalloped edges.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Handwoven Cotton Tissue</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>Kasab and zari embroidery, enhanced with gold sequins.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Kasab embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Loose Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL SPOT DRY CLEAN ONLY: This ensemble can be spot dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics and embellishments used. Please note to only remove stains without immersing or otherwise cleaning the entire garment.</span></td>
</tr>
</tbody>
</table>
</div>",Shiddat,,Short Kurta Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Cotton Tissue, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Ruby Pink, Sagan, Shiddat",TRUE,Size,M,,,,,,,,3452-M,2000,,0,continue,manual,46000,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07466.jpg?v=1740577006,1,,FALSE,,,,,,,,,,,,,,Ruby Pink,Kasab embroidery,4-5 Weeks,Handwoven Cotton Tissue,Loose Fit,,3,"Short Kurta, Pakistani Salwar, Dupatta",,,,,,,,kg,,,TRUE,,,TRUE,,,active
aafreen-short-kurta-set-3452,,,,,,,,,XS,,,,,,,,3452-XS,2000,,0,deny,manual,46000,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07474.jpg?v=1740577006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,S,,,,,,,,3452-S,2000,,0,deny,manual,46000,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07440.jpg?v=1740577006,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,L,,,,,,,,3452-L,2000,,0,deny,manual,46000,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07456.jpg?v=1740577006,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,XL,,,,,,,,3452-XL,2000,,0,deny,manual,48300,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07449.jpg?v=1740577006,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,XXL,,,,,,,,3452-XXL,2000,,0,deny,manual,48300,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07464.jpg?v=1740577006,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,3XL,,,,,,,,3452-3XL,2000,,0,deny,manual,50600,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07465.jpg?v=1740577007,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,4XL,,,,,,,,3452-4XL,2000,,0,deny,manual,50600,46000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-07478.jpg?v=1740577007,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,5XL,,,,,,,,3452-5XL,2000,,0,deny,manual,52900,46000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
aafreen-short-kurta-set-3452,,,,,,,,,6XL,,,,,,,,3452-6XL,2000,,0,deny,manual,52900,46000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,Raniya Short Anarkali Set,"<meta charset=""utf-8"">
<p>A yellow short anarkali in handwoven silk chanderi with a round neckline, slit, full sleeves and side pockets, paired with a matching handwoven silk chanderi Pakistani salwar and a natural beige handwoven cotton tissue dupatta. The set features gold zari and silk thread embroidery in floral and paisley motifs, finished with beige piping as a border. The dupatta has a scalloped border all over.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Handwoven Silk Chanderi</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>Light gold zari and multi-colour silk thread embroidery.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Zari Work</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Loose Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL SPOT DRY CLEAN ONLY: This ensemble can be spot dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics and embellishments used. Please note to only remove stains without immersing or otherwise cleaning the entire garment.</span></td>
</tr>
</tbody>
</table>
</div>",Shiddat,,Short Anarkali Set,"DLVRY 4-5 Weeks, Festive, Haldi, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sagan, Shiddat, Yellow",TRUE,Size,M,,,,,,,,3442-M,3000,,0,continue,manual,49500,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_4c8c078f-95c9-468b-b64f-3b9cf3c1d248.jpg?v=1740577007,1,,FALSE,,,,,,,,,,,,,,Yellow,Zari Work,4-5 Weeks,Handwoven Chanderi Silk,Loose Fit,,3,"Short Anarkali, Pakistani Salwar, Dupatta",,,,,,,,kg,,,TRUE,,,TRUE,,,active
raniya-short-anarkali-set-3442,,,,,,,,,XS,,,,,,,,3442-XS,3000,,0,deny,manual,49500,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_11803c1e-c5a4-46e2-988e-98e33c66edbe.jpg?v=1740577007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,S,,,,,,,,3442-S,3000,,0,deny,manual,49500,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_b73b1053-55e8-460c-8dc4-e5c0cb5456d8.jpg?v=1740577007,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,L,,,,,,,,3442-L,3000,,0,deny,manual,49500,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_fe65358e-ecc0-4cc4-8d4b-2d558597a779.jpg?v=1740577007,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,XL,,,,,,,,3442-XL,3000,,0,deny,manual,51975,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_b5b833d5-c67c-4f62-91c0-0d26ba9685a7.jpg?v=1740577008,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,XXL,,,,,,,,3442-XXL,3000,,0,deny,manual,51975,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_479c4630-9328-44c6-9de9-9c2f0b466a19.jpg?v=1740577008,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,3XL,,,,,,,,3442-3XL,3000,,0,deny,manual,54450,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_c4687a78-5f87-4c7d-b970-170400f44ab1.jpg?v=1740577008,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,4XL,,,,,,,,3442-4XL,3000,,0,deny,manual,54450,49500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/download_5dad52ee-3d5c-4c35-b67b-d4205940d4cd.jpg?v=1740577008,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,5XL,,,,,,,,3442-5XL,3000,,0,deny,manual,56925,49500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
raniya-short-anarkali-set-3442,,,,,,,,,6XL,,,,,,,,3442-6XL,3000,,0,deny,manual,56925,49500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
jeeva-co-ordinate-set-3461,Jeeva Co ordinate Set,"<meta charset=""utf-8"">
<p>This is a bottle green pure linen co-ordinate set features a top with stand collar, embellished with delicate lace and tassels, complemented by gathered sleeves and intricate gathers on the shoulders and yoke. It pairs with matching flared pants, adorned with vibrant multi-color silk thread embroidery on the cuffs and side pockets.





<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>Multi-colour silk thread embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL SPOT DRY CLEAN ONLY: This ensemble can be spot dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics and embellishments used. Please note to only remove stains without immersing or otherwise cleaning the entire garment.</span></td>
</tr>
</tbody>
</table>
</div>",Shiddat,,Co-ordinate Set,"Bottle green, Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, Not On Sale, Pret, Pure Linen, Resort Wear, Shiddat, Vacation Wear",TRUE,Size,M,,,,,,,,3461-M,2000,,0,continue,manual,21000,21000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08497.jpg?v=1740577008,1,,FALSE,,,,,,,,,,,,,,Bottle green,Silk Thread Embroidery,4-5 Weeks,Pure Linen,Comfortable Fit,,2,"Top, Flared Pants",,,,,,,,kg,,,TRUE,,,TRUE,,,active
jeeva-co-ordinate-set-3461,,,,,,,,,XS,,,,,,,,3461-XS,2000,,0,deny,manual,21000,21000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08515.jpg?v=1740577008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
jeeva-co-ordinate-set-3461,,,,,,,,,S,,,,,,,,3461-S,2000,,0,deny,manual,21000,21000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08501.jpg?v=1740577009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
jeeva-co-ordinate-set-3461,,,,,,,,,L,,,,,,,,3461-L,2000,,0,deny,manual,21000,21000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMR-08504.jpg?v=1740577009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
